query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	alntmscore	qtmscore	ttmscore	prob
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A543DTE3_unreviewed_MACPF_domain-containing_protein_taxID_558021_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.485	35	16	1	1	33	1	35	5.725E-01	2.322E-01	2.322E-01	2.266E-01	0.009
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7X0R4F6_unreviewed_MACPF_domain-containing_protein_taxID_2761620_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.266	15	11	0	1	15	1	15	3.629E+00	3.980E-01	2.851E-01	2.509E-01	0.000
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1M5FC52_unreviewed_MACPF_domain-containing_protein_taxID_871325_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.038	26	25	0	2	27	16	41	5.624E+00	6.005E-01	4.999E-01	4.039E-01	0.000
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.151	33	27	1	1	33	9	40	4.325E+00	3.383E-01	3.383E-01	3.011E-01	0.000
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A401M0I4_unreviewed_MACPF_domain-containing_protein_taxID_2447885_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.038	26	25	0	2	27	16	41	6.693E+00	6.176E-01	5.148E-01	4.122E-01	0.000
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0F5J0M6_unreviewed_MACPF_domain-containing_protein_taxID_1078087_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.166	12	10	0	1	12	1	12	6.136E+00	4.874E-01	2.812E-01	1.997E-01	0.000
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	C2FV94_unreviewed_MACPF_domain-containing_protein_taxID_525372_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.416	12	7	0	1	12	1	12	6.136E+00	4.479E-01	2.607E-01	2.883E-01	0.000
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3N7CLY5_unreviewed_MACPF_domain-containing_protein_taxID_2153359_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.250	12	9	0	1	12	1	12	5.624E+00	2.847E-01	1.852E-01	2.002E-01	0.000
A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A496CV27_unreviewed_MACPF_domain-containing_protein_taxID_2293113_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.428	14	7	1	1	14	1	13	7.299E+00	3.974E-01	1.995E-01	1.471E-01	0.000
A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	1.000	28	0	0	1	28	1	28	1.139E-04	1.000E+00	1.000E+00	1.000E+00	1.000
A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.857	28	4	0	1	28	1	28	1.688E-03	6.694E-01	6.694E-01	6.694E-01	0.995
A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7K0B9H5_unreviewed_MACPF_domain-containing_protein_taxID_34087_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.607	28	11	0	1	28	1	28	7.011E-02	5.928E-01	5.928E-01	5.928E-01	0.442
A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4Q9HI28_unreviewed_MACPF_domain-containing_protein_taxID_1926871_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.392	28	17	0	1	28	1	28	4.701E-01	2.709E-01	2.709E-01	2.709E-01	0.020
A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	H8KQN2_unreviewed_MACPF_domain-containing_protein_taxID_929556_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.105	19	17	0	1	19	12	30	3.411E+00	3.690E-01	4.032E-01	3.828E-01	0.007
A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.178	28	22	1	1	27	1	28	3.692E+00	2.756E-01	2.756E-01	2.563E-01	0.000
A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1D7QJ91_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.285	28	20	0	1	28	1	28	4.680E+00	2.553E-01	2.553E-01	2.553E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	1.000	28	0	0	1	28	1	28	1.014E-04	1.000E+00	1.000E+00	1.000E+00	1.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1G8ADB5_unreviewed_MACPF_domain-containing_protein_taxID_104663_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.428	28	15	1	1	28	1	27	6.930E-01	3.420E-01	3.388E-01	3.420E-01	0.024
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A3A5WML8_unreviewed_MACPF_domain-containing_protein_taxID_2292931_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.214	28	22	0	1	28	1	28	1.039E+00	3.180E-01	3.180E-01	3.180E-01	0.016
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A5B5VPB8_unreviewed_MACPF_domain-containing_protein_taxID_214856_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.285	28	19	1	1	28	1	27	8.836E-01	2.244E-01	2.243E-01	2.244E-01	0.010
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	C2FV94_unreviewed_MACPF_domain-containing_protein_taxID_525372_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.428	28	16	0	1	28	1	28	1.689E+00	3.378E-01	3.378E-01	3.378E-01	0.010
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1D7QJF5_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.413	29	16	1	1	28	1	29	1.127E+00	2.792E-01	2.792E-01	2.741E-01	0.010
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A255T275_unreviewed_MACPF_domain-containing_protein_taxID_2024223_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.250	28	21	0	1	28	1	28	1.558E+00	3.287E-01	3.287E-01	2.260E-01	0.010
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A139KT76_unreviewed_MACPF_domain-containing_protein_taxID_329854_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.400	30	14	2	1	28	1	28	9.581E-01	2.665E-01	2.665E-01	2.665E-01	0.009
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A6B9ZBG8_unreviewed_MACPF_domain-containing_protein_taxID_2703787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.357	28	18	0	1	28	1	28	1.689E+00	3.026E-01	3.026E-01	3.026E-01	0.009
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A6N4XUM9_unreviewed_MACPF_domain-containing_protein_taxID_2675058_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.250	32	20	1	1	28	1	32	1.558E+00	3.065E-01	3.065E-01	2.780E-01	0.009
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A4R3B3E3_unreviewed_MACPF_domain-containing_protein_taxID_2485111_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.400	30	15	2	1	28	1	29	1.039E+00	2.075E-01	2.075E-01	2.047E-01	0.008
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A966DVA7_unreviewed_MACPF_domain-containing_protein_taxID_2695265_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.344	29	18	1	1	28	1	29	1.222E+00	2.125E-01	2.125E-01	2.121E-01	0.008
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7Y0A8J8_unreviewed_MACPF_domain-containing_protein_taxID_2728845_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.300	30	18	1	2	28	5	34	1.039E+00	2.060E-01	2.060E-01	1.809E-01	0.007
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A5B2UEB6_unreviewed_MACPF_domain-containing_protein_taxID_1679494_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.333	27	16	1	2	28	11	35	3.500E+00	3.956E-01	3.864E-01	3.283E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1C5Z3M3_unreviewed_MACPF_domain-containing_protein_taxID_162156_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.433	30	13	2	1	28	1	28	2.335E+00	2.704E-01	2.704E-01	2.704E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A3D9B8Z3_unreviewed_MACPF_domain-containing_protein_taxID_333702_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.314	35	17	1	1	28	1	35	3.228E+00	3.286E-01	3.286E-01	2.791E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1I7EAB4_unreviewed_MACPF_domain-containing_protein_taxID_305507_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.200	20	16	0	7	26	26	45	3.228E+00	3.211E-01	3.318E-01	2.750E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A108TDY9_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.230	26	19	1	1	26	1	25	4.114E+00	3.065E-01	2.996E-01	3.065E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A420CKE5_unreviewed_MACPF_domain-containing_protein_taxID_2183997_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.343	32	11	1	7	28	2	33	1.986E+00	1.788E-01	1.788E-01	1.646E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A174TYD4_unreviewed_MACPF_domain-containing_protein_taxID_818_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.285	28	20	0	1	28	1	28	3.795E+00	2.450E-01	2.450E-01	2.450E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A3E1P020_unreviewed_MACPF_domain-containing_protein_taxID_2291814_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.310	29	19	1	1	28	1	29	4.114E+00	2.601E-01	2.601E-01	2.554E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A174SEV7_unreviewed_MACPF_domain-containing_protein_taxID_47678_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.266	30	20	1	1	28	1	30	4.114E+00	2.748E-01	2.748E-01	2.641E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	H8KL21_unreviewed_MACPF_domain-containing_protein_taxID_929556_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.272	33	19	2	1	28	1	33	2.977E+00	2.144E-01	2.144E-01	1.907E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A412S128_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.153	26	22	0	2	27	5	30	5.240E+00	3.308E-01	3.324E-01	2.999E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A3E4JWF2_unreviewed_MACPF_domain-containing_protein_taxID_821_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.241	29	21	1	1	28	1	29	4.835E+00	2.272E-01	2.272E-01	2.274E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.212	33	20	2	1	28	1	32	5.240E+00	3.077E-01	3.077E-01	2.883E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1H0QYD2_unreviewed_MACPF_domain-containing_protein_taxID_1881048_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.281	32	19	2	1	28	1	32	4.460E+00	2.140E-01	2.140E-01	1.979E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A413HAP3_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.230	13	10	0	14	26	3	15	5.679E+00	3.491E-01	2.800E-01	8.635E-02	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0P0GQX9_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.281	32	14	2	3	28	1	29	4.460E+00	2.275E-01	2.275E-01	2.235E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A841JJ50_unreviewed_MACPF_domain-containing_protein_taxID_354630_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.241	29	21	1	1	28	4	32	5.679E+00	2.549E-01	2.549E-01	2.528E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1Q3UM77_unreviewed_MACPF_domain-containing_protein_taxID_1895794_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.160	25	21	0	1	25	1	25	6.667E+00	2.635E-01	2.585E-01	2.327E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A9D9QF04_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.230	13	10	0	10	22	106	118	5.679E+00	3.133E-01	2.098E-01	8.256E-02	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	H1Y9A6_unreviewed_Membrane_attack_complex_component_perforin__MACPF__domain-containing_protein_taxID_714943_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.296	27	19	0	2	28	5	31	6.667E+00	2.370E-01	2.370E-01	2.361E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	W6TSY3_unreviewed_MACPF_domain-containing_protein_taxID_509635_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.142	28	22	1	3	28	13	40	7.817E+00	3.323E-01	3.323E-01	2.892E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A642PY68_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.416	12	7	0	13	24	105	116	7.817E+00	3.385E-01	2.300E-01	8.286E-02	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7W9DI38_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.257	35	12	2	1	28	1	28	7.220E+00	2.466E-01	2.466E-01	2.466E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A848FYJ3_unreviewed_MACPF_domain-containing_protein_taxID_2728841_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.312	16	11	0	13	28	15	30	8.459E+00	2.502E-01	2.599E-01	2.558E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1N7K8S4_unreviewed_MACPF_domain-containing_protein_taxID_297244_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.333	27	15	1	2	28	11	34	8.459E+00	2.736E-01	2.682E-01	2.383E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1G7VRP7_unreviewed_MACPF_domain-containing_protein_taxID_405671_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.103	29	24	1	2	28	15	43	9.888E+00	3.127E-01	3.127E-01	2.682E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1Q6EE04_unreviewed_MACPF_domain-containing_protein_taxID_1897040_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.187	16	13	0	9	24	103	118	8.459E+00	2.528E-01	2.561E-01	1.064E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2U2PIF6_unreviewed_MACPF_domain-containing_protein_taxID_2173175_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.250	32	20	1	1	28	1	32	9.888E+00	2.664E-01	2.664E-01	2.491E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A212JY78_unreviewed_MACPF_domain-containing_protein_taxID_206096_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.130	23	17	1	1	23	1	20	9.149E+00	2.452E-01	2.274E-01	1.912E-01	0.000
A0A088F4Z9_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A381FMT0_unreviewed_MACPF_domain-containing_protein_taxID_254_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.192	26	19	1	1	26	1	24	9.888E+00	2.766E-01	2.720E-01	2.301E-01	0.000
A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	1.000	28	0	0	1	28	1	28	2.160E-04	1.000E+00	1.000E+00	1.000E+00	1.000
A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A088F4Z7_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.857	28	4	0	1	28	1	28	8.887E-04	6.694E-01	6.694E-01	6.694E-01	0.996
A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A4Q9HI28_unreviewed_MACPF_domain-containing_protein_taxID_1926871_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.321	28	19	0	1	28	1	28	8.159E-01	2.676E-01	2.676E-01	2.676E-01	0.011
A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1M4UD53_unreviewed_MACPF_domain-containing_protein_taxID_1302685_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.074	27	25	0	1	27	1	27	2.214E+00	2.939E-01	2.939E-01	2.882E-01	0.000
A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7U7HEE0_unreviewed_MACPF_domain-containing_protein_taxID_1932669_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.285	35	18	2	1	28	1	35	2.214E+00	2.927E-01	2.927E-01	2.568E-01	0.000
A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1D7QJ91_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.366	30	15	2	1	28	1	28	3.645E+00	2.883E-01	2.883E-01	2.883E-01	0.000
A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.142	28	23	1	1	27	1	28	3.087E+00	2.891E-01	2.891E-01	2.842E-01	0.000
A0A088F5D6_unreviewed_MACPF_domain-containing_protein_taxID_1538644_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A4U1C283_unreviewed_MACPF_domain-containing_protein_taxID_2571270_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.100	30	23	1	3	28	12	41	5.991E+00	3.207E-01	3.207E-01	2.566E-01	0.000
A0A0A2EJR8_unreviewed_MACPF_domain-containing_protein_taxID_1517682_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A0A2EJR8_unreviewed_MACPF_domain-containing_protein_taxID_1517682_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	1.000	28	0	0	1	28	1	28	1.941E-03	1.000E+00	1.000E+00	1.000E+00	1.000
A0A0A2EJR8_unreviewed_MACPF_domain-containing_protein_taxID_1517682_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7W9E313_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.357	28	18	0	1	28	1	28	4.740E-01	4.727E-01	4.727E-01	4.727E-01	0.106
A0A0A2EJR8_unreviewed_MACPF_domain-containing_protein_taxID_1517682_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A6B9Z803_unreviewed_MACPF_domain-containing_protein_taxID_2703787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.379	29	17	1	1	28	1	29	7.864E-01	4.342E-01	4.342E-01	4.267E-01	0.069
A0A0A2EJR8_unreviewed_MACPF_domain-containing_protein_taxID_1517682_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7K0B9D1_unreviewed_MACPF_domain-containing_protein_taxID_34087_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.357	28	18	0	1	28	1	28	8.454E-01	3.219E-01	3.219E-01	3.219E-01	0.040
